libelle_fr,libelle_ar,year,value,city,base_year
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2017,123.2,tetouan,2006
Boissons non alcoolisées,المشروبات غير الكحولية,2018,119.6,tetouan,2006
Boissons alcoolisées,المشروبات الكحولية,2018,144.2,tetouan,2006
Tabac,التبغ,2018,136.4,tetouan,2006
Articles d'habillement et chaussures,الملابس والأحذية,2016,118.1,tetouan,2006
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2018,122.4,tetouan,2006
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2017,120.8,tetouan,2006
Entretien et réparation des logements,صيانة وإصلاح المساكن,2018,170.0,tetouan,2006
Entretien et réparation des logements,صيانة وإصلاح المساكن,2017,160.8,tetouan,2006
Appareils ménagers,الأجهزة المنزلية,2018,93.2,tetouan,2006
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2018,120.8,tetouan,2006
Santé,الصحة,2016,108.1,tetouan,2006
Services ambulatoires,الخدمات الإسعافية,2016,119.7,tetouan,2006
Services hospitaliers,الخدمات الإستشفائية,2016,112.8,tetouan,2006
Achat de véhicules,شراء العربات,2018,104.8,tetouan,2006
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2018,120.9,tetouan,2006
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2016,108.3,tetouan,2006
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2017,55.9,tetouan,2006
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2016,55.9,tetouan,2006
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2017,59.8,tetouan,2006
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2016,60.1,tetouan,2006
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2018,128.9,tetouan,2006
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2018,156.2,tetouan,2006
Enseignement supérieur,التعليم العالي,2018,122.3,tetouan,2006
Enseignement supérieur,التعليم العالي,2017,122.3,tetouan,2006
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2016,129.9,tanger,2006
Boissons non alcoolisées,المشروبات غير الكحولية,2018,131.0,tanger,2006
Boissons non alcoolisées,المشروبات غير الكحولية,2017,131.7,tanger,2006
Articles d'habillement,الملابس,2018,103.6,tanger,2006
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2016,107.6,tanger,2006
Appareils ménagers,الأجهزة المنزلية,2016,95.0,tanger,2006
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2017,106.0,tanger,2006
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2017,95.8,tanger,2006
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2016,95.1,tanger,2006
Services ambulatoires,الخدمات الإسعافية,2017,110.1,tanger,2006
Services ambulatoires,الخدمات الإسعافية,2016,109.8,tanger,2006
Services hospitaliers,الخدمات الإستشفائية,2018,103.3,tanger,2006
Services hospitaliers,الخدمات الإستشفائية,2017,101.8,tanger,2006
Services hospitaliers,الخدمات الإستشفائية,2016,100.0,tanger,2006
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2018,114.8,tanger,2006
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2018,75.8,tanger,2006
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2017,57.5,tanger,2006
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2017,87.3,tanger,2006
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2016,105.7,tanger,2006
Services récréatifs et culturels,خدمات الترفيه والثقافة,2016,98.0,tanger,2006
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2017,135.0,tanger,2006
Enseignement secondaire,التعليم الثانوي,2016,138.1,tanger,2006
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2017,108.3,tanger,2006
Restaurants et hôtels,مطاعم وفنادق,2018,123.0,tanger,2006
Restaurants et hôtels,مطاعم وفنادق,2017,124.6,tanger,2006
Soins corporels,العناية بالجسد,2018,115.9,tanger,2006
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2017,112.9,tanger,2006
Assurance,التأمين,2018,100.9,tanger,2006
Indice général,الرقم الإستدلالي العام,2016,115.4,tanger,2006
Tabac,التبغ,2017,128.0,settat,2006
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2018,108.2,settat,2006
Entretien et réparation des logements,صيانة وإصلاح المساكن,2016,102.7,settat,2006
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2018,113.8,settat,2006
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2018,118.7,settat,2006
Articles de ménage en textiles,مواد منزلية من النسيج,2018,96.0,settat,2006
Articles de ménage en textiles,مواد منزلية من النسيج,2017,96.1,settat,2006
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2017,102.1,settat,2006
Achat de véhicules,شراء العربات,2018,105.6,settat,2006
Achat de véhicules,شراء العربات,2016,103.8,settat,2006
Communications,المواصلات,2017,58.2,settat,2006
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2017,105.6,settat,2006
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2017,52.4,settat,2006
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2016,86.7,settat,2006
Enseignement secondaire,التعليم الثانوي,2016,165.6,settat,2006
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2017,111.6,settat,2006
Enseignement supérieur,التعليم العالي,2016,162.7,settat,2006
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2016,100.0,settat,2006
Restaurants et hôtels,مطاعم وفنادق,2017,129.5,settat,2006
Services d'hébergement,خدمات الإيواء,2017,145.2,settat,2006
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2016,123.6,settat,2006
Autres services,خدمات أخرى,2017,100.6,settat,2006
Loyers effectifs,الكراء الفعلي,2018,112.3,safi,2006
Loyers effectifs,الكراء الفعلي,2017,109.2,safi,2006
Loyers effectifs,الكراء الفعلي,2016,106.8,safi,2006
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2018,121.2,safi,2006
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2018,104.7,safi,2006
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2017,100.6,safi,2006
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2016,100.4,safi,2006
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2018,107.3,safi,2006
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2017,94.7,safi,2006
Services ambulatoires,الخدمات الإسعافية,2017,100.0,safi,2006
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2017,113.3,safi,2006
Services de transport,خدمات النقل,2018,106.5,safi,2006
Communications,المواصلات,2016,66.6,safi,2006
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2018,58.9,safi,2006
Loisirs et culture,الترفيه والثقافة,2018,98.4,safi,2006
Services récréatifs et culturels,خدمات الترفيه والثقافة,2018,100.0,safi,2006
Services récréatifs et culturels,خدمات الترفيه والثقافة,2016,102.1,safi,2006
Services de restauration,خدمات المطاعم,2017,120.1,safi,2006
Soins corporels,العناية بالجسد,2016,118.9,safi,2006
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2017,99.6,safi,2006
Assurance,التأمين,2017,100.1,safi,2006
Assurance,التأمين,2016,100.1,safi,2006
Autres services,خدمات أخرى,2018,121.5,safi,2006
Variation (en %),نسبة التغـيـر (%),2018,2.7,safi,2006
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2016,128.6,rabat,2006
Boissons non alcoolisées,المشروبات غير الكحولية,2017,125.6,rabat,2006
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2017,122.8,rabat,2006
Boissons alcoolisées,المشروبات الكحولية,2016,232.4,rabat,2006
Articles d'habillement,الملابس,2017,100.9,rabat,2006
Loyers effectifs,الكراء الفعلي,2017,104.5,rabat,2006
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2017,128.8,rabat,2006
Services ambulatoires,الخدمات الإسعافية,2018,113.9,rabat,2006
Services hospitaliers,الخدمات الإستشفائية,2018,100.2,rabat,2006
Transport,النقل,2016,106.4,rabat,2006
Achat de véhicules,شراء العربات,2017,105.4,rabat,2006
Loisirs et culture,الترفيه والثقافة,2017,100.3,rabat,2006
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2018,78.9,rabat,2006
Forfaits touristiques,الواجبات السياحية الجزافية,2016,112.2,rabat,2006
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2017,133.3,rabat,2006
Enseignement secondaire,التعليم الثانوي,2018,121.4,rabat,2006
Enseignement secondaire,التعليم الثانوي,2017,116.8,rabat,2006
Enseignement secondaire,التعليم الثانوي,2016,114.7,rabat,2006
Enseignement supérieur,التعليم العالي,2016,143.3,rabat,2006
Biens et services divers,مواد وخدمات اخرى,2016,110.4,rabat,2006
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2017,132.6,rabat,2006
Assurance,التأمين,2017,100.0,rabat,2006
Autres services,خدمات أخرى,2018,113.7,rabat,2006
Autres services,خدمات أخرى,2017,100.0,rabat,2006
Indice général,الرقم الإستدلالي العام,2018,117.1,rabat,2006
